2023-05-25 15:40:24,930 INFO  Logger.cs: 70 - 
2023-05-25 16:36:20,167 INFO  AssemblyExportForm.cs: 308 - Saving URDF package to G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg
2023-05-25 16:36:20,169 INFO  ExportHelper.cs: 147 - Beginning the export process
2023-05-25 16:36:20,170 INFO  ExportHelper.cs: 153 - Creating package directories with name Body_and_1_leg and save path G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models
2023-05-25 16:36:24,237 INFO  ExportHelper.cs: 162 - Creating CMakeLists.txt at G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\CMakeLists.txt
2023-05-25 16:36:24,237 INFO  ExportHelper.cs: 166 - Creating joint names config at G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\config\joint_names_Body_and_1_leg.yaml
2023-05-25 16:36:24,238 INFO  ExportHelper.cs: 170 - Creating package.xml at G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\package.xml
2023-05-25 16:36:24,239 INFO  PackageXMLWriter.cs: 21 - Creating package.xml at G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\package.xml
2023-05-25 16:36:24,241 INFO  ExportHelper.cs: 177 - Creating RVIZ launch file in G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\launch\
2023-05-25 16:36:24,242 INFO  ExportHelper.cs: 182 - Creating Gazebo launch file in G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\launch\
2023-05-25 16:36:24,243 INFO  ExportHelper.cs: 187 - Saving existing STL preferences
2023-05-25 16:36:24,243 INFO  ExportHelper.cs: 451 - Saving users preferences
2023-05-25 16:36:24,244 INFO  ExportHelper.cs: 190 - Modifying STL preferences
2023-05-25 16:36:24,245 INFO  ExportHelper.cs: 465 - Setting STL preferences
2023-05-25 16:36:24,248 INFO  ExportHelper.cs: 196 - Found 0 hidden components 
2023-05-25 16:36:24,248 INFO  ExportHelper.cs: 197 - Hiding all components
2023-05-25 16:36:24,349 INFO  ExportHelper.cs: 204 - Beginning individual files export
2023-05-25 16:36:24,351 INFO  ExportHelper.cs: 270 - Exporting link: base_link
2023-05-25 16:36:24,351 INFO  ExportHelper.cs: 272 - Link base_link has 1 children
2023-05-25 16:36:24,352 INFO  ExportHelper.cs: 270 - Exporting link: link1
2023-05-25 16:36:24,352 INFO  ExportHelper.cs: 272 - Link link1 has 1 children
2023-05-25 16:36:24,352 INFO  ExportHelper.cs: 270 - Exporting link: link2
2023-05-25 16:36:24,353 INFO  ExportHelper.cs: 272 - Link link2 has 1 children
2023-05-25 16:36:24,353 INFO  ExportHelper.cs: 270 - Exporting link: link3
2023-05-25 16:36:24,353 INFO  ExportHelper.cs: 272 - Link link3 has 0 children
2023-05-25 16:36:24,354 INFO  ExportHelper.cs: 318 - link3: Exporting STL with coordinate frame Origin_joint3
2023-05-25 16:36:24,354 INFO  ExportHelper.cs: 323 - link3: Reference geometry name 
2023-05-25 16:36:24,428 INFO  ExportHelper.cs: 331 - Saving STL to G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\meshes\link3.STL
2023-05-25 16:36:24,499 INFO  ExportHelper.cs: 406 - Removing SW header in STL file
2023-05-25 16:36:24,499 INFO  ExportHelper.cs: 318 - link2: Exporting STL with coordinate frame Origin_joint2
2023-05-25 16:36:24,499 INFO  ExportHelper.cs: 323 - link2: Reference geometry name 
2023-05-25 16:36:24,514 INFO  ExportHelper.cs: 331 - Saving STL to G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\meshes\link2.STL
2023-05-25 16:36:24,548 INFO  ExportHelper.cs: 406 - Removing SW header in STL file
2023-05-25 16:36:24,549 INFO  ExportHelper.cs: 318 - link1: Exporting STL with coordinate frame Origin_joint1
2023-05-25 16:36:24,549 INFO  ExportHelper.cs: 323 - link1: Reference geometry name 
2023-05-25 16:36:24,563 INFO  ExportHelper.cs: 331 - Saving STL to G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\meshes\link1.STL
2023-05-25 16:36:24,590 INFO  ExportHelper.cs: 406 - Removing SW header in STL file
2023-05-25 16:36:24,591 INFO  ExportHelper.cs: 318 - base_link: Exporting STL with coordinate frame Coordinate System1
2023-05-25 16:36:24,591 INFO  ExportHelper.cs: 323 - base_link: Reference geometry name 
2023-05-25 16:36:24,604 INFO  ExportHelper.cs: 331 - Saving STL to G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\meshes\base_link.STL
2023-05-25 16:36:24,626 INFO  ExportHelper.cs: 406 - Removing SW header in STL file
2023-05-25 16:36:24,626 INFO  ExportHelper.cs: 145 - Showing all components except previously hidden components
2023-05-25 16:36:24,708 INFO  ExportHelper.cs: 145 - Resetting STL preferences
2023-05-25 16:36:24,709 INFO  ExportHelper.cs: 479 - Returning STL preferences to user preferences
2023-05-25 16:36:24,709 INFO  ExportHelper.cs: 228 - Writing URDF file to G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\urdf\Body_and_1_leg.urdf
2023-05-25 16:36:24,758 INFO  CSVImportExport.cs: 32 - Writing CSV file G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\urdf\Body_and_1_leg.csv
2023-05-25 16:36:24,772 ERROR CSVImportExport.cs: 132 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-05-25 16:36:24,773 ERROR CSVImportExport.cs: 132 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-05-25 16:36:24,773 ERROR CSVImportExport.cs: 132 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-05-25 16:36:24,773 ERROR CSVImportExport.cs: 132 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-05-25 16:36:24,774 INFO  ExportHelper.cs: 234 - Copying log file
2023-05-25 16:36:24,776 INFO  ExportHelper.cs: 440 - Copying C:\Users\76977\sw2urdf_logs\sw2urdf.log to G:\BaiduSyncdisk\23-Spring\Robot Modeling and Control\Proj-legged-wheeled-robot\Robot_models\Body_and_1_leg\export.log
2023-05-25 16:36:24,776 INFO  ExportHelper.cs: 237 - Resetting STL preferences
2023-05-25 16:36:24,776 INFO  ExportHelper.cs: 479 - Returning STL preferences to user preferences
2023-05-25 17:05:43,383 INFO  SwAddin.cs: 271 - Assembly export called for file Body_and_1_leg.SLDASM
2023-05-25 17:05:43,384 INFO  SwAddin.cs: 276 - Save is required
2023-05-25 17:05:43,384 INFO  SwAddin.cs: 290 - Saving assembly
2023-05-25 17:05:43,547 INFO  SwAddin.cs: 293 - Opening property manager
2023-05-25 17:05:43,548 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Body_and_1_leg.SLDASM
2023-05-25 17:05:43,548 INFO  ExportHelperExtension.cs: 1142 - Found 47 in Body_and_1_leg.SLDASM
2023-05-25 17:05:43,549 INFO  ExportHelperExtension.cs: 1152 - Found 4 features of type [CoordSys] in Body_and_1_leg.SLDASM
2023-05-25 17:05:43,549 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2023-05-25 17:05:43,549 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2023-05-25 17:05:43,549 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from leg-1
2023-05-25 17:05:43,550 INFO  ExportHelperExtension.cs: 1142 - Found 33 in leg-1
2023-05-25 17:05:43,550 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in leg-1
2023-05-25 17:05:43,550 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from body-1
2023-05-25 17:05:43,550 INFO  ExportHelperExtension.cs: 1142 - Found 34 in body-1
2023-05-25 17:05:43,551 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in body-1
2023-05-25 17:05:43,551 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from motor-2
2023-05-25 17:05:43,551 INFO  ExportHelperExtension.cs: 1142 - Found 36 in motor-2
2023-05-25 17:05:43,551 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in motor-2
2023-05-25 17:05:43,552 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Body_and_1_leg.SLDASM
2023-05-25 17:05:43,552 INFO  ExportHelperExtension.cs: 1142 - Found 47 in Body_and_1_leg.SLDASM
2023-05-25 17:05:43,552 INFO  ExportHelperExtension.cs: 1152 - Found 5 features of type [RefAxis] in Body_and_1_leg.SLDASM
2023-05-25 17:05:43,552 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2023-05-25 17:05:43,552 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2023-05-25 17:05:43,552 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from leg-1
2023-05-25 17:05:43,552 INFO  ExportHelperExtension.cs: 1142 - Found 33 in leg-1
2023-05-25 17:05:43,553 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in leg-1
2023-05-25 17:05:43,553 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from body-1
2023-05-25 17:05:43,554 INFO  ExportHelperExtension.cs: 1142 - Found 34 in body-1
2023-05-25 17:05:43,554 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in body-1
2023-05-25 17:05:43,554 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from motor-2
2023-05-25 17:05:43,554 INFO  ExportHelperExtension.cs: 1142 - Found 36 in motor-2
2023-05-25 17:05:43,555 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in motor-2
2023-05-25 17:05:43,689 INFO  SwAddin.cs: 316 - Loading config tree
2023-05-25 17:05:43,689 INFO  Serialization.cs: 275 - URDF Configuration found
